20 20
200
16 17
6 6
10 4
13 13
6 4
10 12
13 16
9 19
14 10
19 11
8 6
18 18
4 15
12 6
0 6
3 16
14 13
18 3
14 0
1 5
2 6
5 19
16 11
12 11
2 3
9 17
18 6
6 0
15 10
19 13
3 11
4 17
19 3
6 15
2 3
13 2
17 9
10 9
16 13
19 7
2 0
12 8
11 16
10 19
6 10
15 4
6 5
4 13
16 4
3 5
12 0
14 12
17 16
2 15
10 18
14 10
14 18
16 12
12 0
10 0
11 10
8 5
17 2
11 12
10 2
7 4
11 5
18 16
10 18
6 1
12 19
10 5
0 3
16 18
14 10
3 8
9 12
0 11
19 13
19 6
0 7
19 19
19 19
17 3
8 15
8 1
6 0
2 10
3 14
3 17
9 15
0 9
12 16
18 13
17 8
18 8
18 19
18 15
1 15
15 6
14 5
14 17
5 1
10 16
10 13
4 7
2 0
8 9
10 15
3 15
6 15
5 11
18 16
14 0
19 1
5 7
7 17
19 8
0 15
15 2
13 12
19 13
1 6
6 9
17 7
13 12
10 12
12 18
7 6
2 9
3 7
16 13
14 5
18 9
8 3
14 9
1 12
17 13
3 1
15 11
5 18
11 4
10 9
4 13
6 15
1 19
0 3
9 19
16 11
19 8
17 11
2 16
17 5
18 7
8 4
3 7
9 7
10 15
10 8
13 16
4 13
8 19
10 14
4 3
5 9
6 3
11 18
19 14
11 19
13 15
11 9
6 14
12 7
17 0
4 1
5 5
13 18
14 16
12 19
5 2
2 3
17 17
11 11
17 3
15 18
2 3
4 12
1 16
14 9
17 9
0 10
16 9
13 13
6 4
10 4
2 12
16 1
19 4
2 6
13 2
19 5
13 11
8 17
10 13
11 13
1 17
0 13
9 2
13 10
2 17
6 19
4 6
15 8
13 8
19 6
5 10
4 9
17 5
8 10
0 15
14 1
6 4
19 4
18 17
17 2
3 12
13 16
10 18
12 5
9 9
