15 15
200
5 3
8 9
5 4
9 6
0 13
10 0
5 8
6 9
10 3
1 7
9 6
7 5
7 0
11 5
11 14
7 6
14 7
10 13
12 10
8 13
12 4
0 12
2 6
0 8
0 8
12 11
13 7
1 2
1 8
14 1
0 3
9 6
12 1
9 6
13 11
0 9
13 1
9 0
8 3
2 0
0 2
5 11
0 6
13 14
8 10
11 6
4 13
7 9
3 13
0 9
4 8
1 11
3 13
13 14
8 4
14 9
3 11
2 7
2 7
14 14
12 7
6 2
1 4
11 9
3 1
5 13
11 11
7 1
6 13
1 13
9 9
1 10
11 0
4 9
9 9
0 12
2 10
5 3
3 0
7 0
0 0
10 1
7 13
9 13
8 13
10 0
14 7
1 6
11 9
0 11
6 7
2 0
13 12
6 6
12 0
3 3
13 6
2 12
9 4
7 8
0 9
5 10
0 12
12 3
5 11
6 4
8 2
5 11
14 5
4 12
1 14
6 3
13 12
8 7
13 13
14 7
11 0
13 5
13 10
6 1
7 10
3 3
3 10
12 7
0 12
6 12
5 5
12 6
0 4
0 4
